Time,RPM
514.207,11338
514.227,11351
514.247,11343
514.267,11348
514.287,11326
514.307,11335
514.327,11322
514.347,11245
514.368,11273
514.388,11505
514.408,11738
514.428,11715
514.448,11421
514.467,11216
514.487,11282
514.507,11323
514.527,11262
514.547,11219
514.569,11196
514.589,11175
514.609,11277
514.629,11264
514.649,11172
514.665,11234
514.685,11272
514.705,11325
514.725,11223
514.745,11199
514.766,11228
514.786,11305
514.806,11495
514.826,11712
514.846,11589
514.865,11394
514.885,11370
514.905,11355
514.925,11323
514.945,11316
514.966,11348
514.986,11381
515.006,11432
515.026,11565
515.046,11717
515.069,11676
515.089,11572
515.109,11500
515.129,11481
515.149,11507
515.168,11643
515.188,11747
515.208,11719
515.228,11734
515.248,11693
515.266,11616
515.286,11593
515.306,11648
515.326,11723
515.346,11720
515.368,11712
515.388,11723
515.408,11771
515.428,11765
515.448,11741
515.466,11750
515.486,11760
515.506,11726
515.526,11715
515.546,11805
515.567,11842
515.587,11833
515.607,11798
515.627,11805
515.647,11843
515.669,12004
515.689,12083
515.709,12059
515.729,12034
515.749,11954
515.769,11856
515.789,11841
515.809,11864
515.829,11972
515.849,12020
515.869,12059
515.889,11998
515.909,11996
515.929,12031
515.949,12154
515.968,12281
515.988,12258
516.008,12132
516.028,12072
516.048,12174
516.067,12442
516.087,12404
516.107,12166
516.127,12159
516.147,12109
516.165,12165
516.185,12212
516.205,12208
516.225,12221
516.245,12196
516.268,12262
516.288,12340
516.308,12375
516.328,12410
516.348,12380
516.365,12341
516.385,12354
516.405,12406
516.425,12409
516.445,12447
516.467,12462
516.487,12446
516.507,12440
516.527,12532
516.547,12638
516.567,12639
516.587,12655
516.607,12697
516.627,12835
516.647,12886
516.666,12757
516.686,12645
516.706,12604
516.726,12648
516.746,12714
516.765,12818
516.785,12808
516.805,12809
516.825,12798
516.845,12874
516.868,12924
516.888,12872
516.908,12831
516.928,12832
516.948,12880
516.966,12918
516.986,12979
517.006,12954
517.026,12922
517.046,12921
517.068,12928
517.088,12939
517.108,12937
517.128,12952
517.148,12998
517.165,13044
517.185,13043
517.205,12869
517.225,12495
517.245,11924
517.268,11130
517.288,10421
517.308,9710
517.328,9027
517.348,8422
517.368,7711
517.388,7084
517.408,6488
517.428,6340
517.448,6954
517.463,7837
517.483,8535
517.503,8756
517.523,8704
517.543,8718
517.566,8824
517.586,8802
517.606,8988
517.626,9097
517.646,8932
517.669,8294
517.689,8185
517.709,8656
