Time,ECEF_position_Y
179.666,950146.73
179.799,950143.78
179.916,950140.75
180.049,950137.62
180.166,950134.41
180.299,950131.13
180.416,950127.83
180.549,950124.41
180.666,950121.04
180.799,950117.66
180.916,950114.31
181.049,950111.03
181.166,950107.79
181.299,950104.64
181.416,950101.49
181.549,950098.26
181.666,950095.05
181.799,950091.9
181.916,950088.74
182.049,950085.62
182.166,950082.49
182.299,950079.44
182.416,950076.44
182.549,950073.49
182.666,950070.72
182.799,950068.03
182.916,950065.41
183.049,950062.96
183.166,950060.61
183.299,950058.34
183.416,950056.24
183.549,950054.37
183.666,950052.74
183.799,950051.35
183.916,950050.21
184.049,950049.3
184.166,950048.65
184.299,950048.13
184.416,950047.94
184.549,950047.81
184.666,950047.88
184.799,950047.99
184.916,950048.24
185.049,950048.57
185.166,950048.89
185.299,950049.2
185.416,950049.53
185.549,950049.82
185.666,950050.11
185.799,950050.39
185.916,950050.65
186.049,950050.88
186.166,950051.1
186.299,950051.35
186.416,950051.57
186.549,950051.79
186.666,950051.99
186.799,950052.2
186.916,950052.4
187.049,950052.57
187.166,950052.75
187.299,950052.94
