Time,ECEF_velocity_Z
457.898,-15.91
458.016,-15.3
458.148,-14.88
458.266,-14.27
458.398,-13.42
458.516,-12.46
458.648,-11.39
458.766,-10.41
458.898,-9.18
459.016,-7.96
459.148,-6.56
459.266,-4.99
459.398,-3.14
459.516,-1.33
459.648,0.33
459.766,2.14
459.898,3.62
460.016,4.75
460.148,6.12
460.266,7.2
460.398,7.91
460.516,9.09
460.648,10.25
460.766,11.92
460.898,13
461.016,13.8
461.148,14.64
461.266,15.28
461.398,16.06
461.516,16.54
461.648,16.99
461.766,17.41
461.898,17.85
462.016,18.23
462.148,18.42
462.266,18.66
462.398,18.83
462.516,18.88
462.648,18.83
462.766,18.56
462.898,18.13
463.016,17.44
463.148,16.44
463.266,15.51
463.398,14.12
463.516,12.77
463.648,11.32
463.766,9.94
463.898,8.25
464.016,6.63
464.148,4.93
464.266,2.7
464.398,1.05
464.516,-0.49
464.648,-2.25
464.766,-3.36
464.898,-5.04
465.016,-6.81
465.148,-8.03
465.266,-9.45
465.398,-10.53
465.516,-11.87
465.648,-12.76
465.766,-13.57
465.897,-14.43
466.016,-15.08
466.147,-15.62
466.266,-16.08
466.397,-16.51
466.516,-17.06
466.647,-17.51
466.766,-17.99
466.897,-18.41
467.016,-18.45
467.147,-17.87
467.266,-17.43
467.397,-16.79
467.516,-16.63
467.647,-16.41
467.766,-16.01
467.897,-15.74
468.016,-15.16
468.147,-14.87
468.266,-13.99
468.397,-13.27
468.516,-12.37
468.647,-11.24
468.766,-10.02
468.897,-8.79
469.016,-7.58
469.147,-6.47
469.266,-5.12
469.397,-3.17
469.516,-1.85
469.647,-0.12
469.766,1.5
469.897,2.92
470.016,4.58
470.147,5.64
470.266,7.05
470.397,8.18
470.516,9.34
470.647,10.4
470.766,11.23
470.897,12.23
471.016,13.31
471.147,13.94
471.266,14.43
471.397,14.33
471.516,13.4
471.647,12.56
471.766,11.65
471.897,10.58
472.016,9.36
472.147,7.98
472.266,6.17
472.397,4.74
472.516,2.95
472.647,1.08
472.766,-0.35
472.897,-1.89
473.016,-3.25
473.147,-4.67
473.266,-6.47
473.397,-8.31
473.516,-9.77
473.647,-10.78
473.766,-11.64
473.897,-12.4
474.016,-13.16
474.147,-13.89
474.266,-14.47
474.397,-15.06
474.516,-15.53
474.647,-15.97
474.766,-16.39
474.897,-16.6
475.016,-16.88
475.147,-16.7
475.266,-16.3
475.397,-15.69
475.516,-14.91
475.647,-13.89
475.766,-13.29
475.897,-12.12
476.016,-11.44
476.147,-10.3
476.266,-9.13
476.396,-7.84
476.516,-6.72
476.646,-5.63
476.766,-5.1
476.896,-5.02
477.016,-5.55
477.146,-5.99
477.266,-6.78
477.396,-7.53
477.516,-8.39
477.646,-8.7
477.766,-9.26
477.896,-9.62
478.016,-10.14
478.146,-10.47
478.266,-10.79
478.396,-10.95
478.516,-10.67
478.646,-10.53
478.766,-10.04
478.896,-9.37
479.016,-8.28
479.146,-7.5
479.266,-6.04
479.396,-4.75
479.516,-3.53
479.646,-2.06
479.766,-0.85
479.896,0.56
480.016,1.94
480.146,3.05
480.266,4.51
480.396,5.8
480.516,6.97
480.646,8.14
480.766,8.92
480.896,9.55
481.016,9.91
481.146,9.97
481.266,9.89
481.396,9.89
481.516,9.68
481.646,9.44
481.766,8.74
481.896,8.2
482.016,7.07
482.146,6.09
482.266,4.94
482.396,3.74
482.516,2.35
482.646,0.56
482.766,-0.88
482.896,-2.4
483.016,-3.59
483.146,-4.84
483.266,-5.57
483.396,-5.59
483.516,-5.17
483.646,-4.01
483.766,-2.89
483.896,-1.47
484.016,-0.22
484.146,1.46
484.266,3.16
484.396,4.86
484.516,6.62
484.646,7.85
484.766,9.46
484.896,11.07
485.016,12.56
485.146,13.01
485.266,13.89
485.396,14.96
485.516,15.84
485.646,16.49
485.766,17.1
485.896,17.17
486.016,17.36
486.146,17.33
486.266,17.28
486.396,17.45
486.516,17.45
486.646,17.69
486.766,17.8
486.896,18.08
487.016,18.3
487.145,18.74
487.266,19.14
487.395,19.38
487.516,19.65
487.645,19.9
487.766,20.14
487.895,20.26
488.016,20.57
488.145,20.81
488.266,21.03
488.395,21.16
488.516,21.27
488.645,21.53
488.766,21.68
488.895,21.81
489.016,21.93
489.145,22.07
