Time,ECEF_velocity_Z
105.316,9.43
105.448,10.41
105.566,11.16
105.698,12.03
105.816,12.74
105.948,13.36
106.066,14.05
106.198,14.6
106.316,15.17
106.448,15.7
106.566,16.15
106.698,16.62
106.816,16.93
106.948,17.32
107.066,17.6
107.198,17.95
107.316,18.2
107.448,18.02
107.566,17.98
107.698,17.51
107.816,16.77
107.948,16.07
108.066,15.23
108.198,14.36
108.316,13.41
108.448,12.42
108.566,11.27
108.698,10.12
108.816,8.81
108.948,7.71
109.066,6.53
109.198,4.97
109.316,3.67
109.448,2.4
109.566,0.96
109.698,-0.91
109.816,-2.07
109.948,-3.92
110.066,-5.15
110.198,-6.48
110.316,-7.86
110.448,-8.75
110.566,-9.86
110.698,-10.77
110.816,-11.64
110.948,-12.39
111.066,-13.2
111.198,-13.91
111.316,-14.63
111.448,-15.23
111.566,-15.88
111.698,-16.43
111.816,-17.16
111.948,-17.56
112.066,-17.39
112.198,-16.9
112.316,-16.42
112.448,-15.85
112.566,-15.43
112.698,-15.22
112.816,-14.97
112.947,-14.78
113.066,-14.62
113.197,-14.43
113.316,-14.21
113.447,-14.01
113.566,-13.6
113.697,-12.97
113.816,-12.28
113.947,-11.48
114.066,-10.65
114.197,-9.72
114.316,-8.75
114.447,-7.34
114.566,-6.17
114.697,-4.86
114.816,-3.57
114.947,-2.1
115.066,-0.89
115.197,0.74
115.316,2.07
115.447,3.39
115.566,4.96
115.697,6
115.816,7.15
115.947,7.93
116.066,8.96
116.197,9.76
116.316,10.57
116.447,11.34
116.566,12.18
116.697,12.99
116.816,13.53
116.947,13.78
117.066,13.2
117.197,12.4
117.316,11.39
117.447,10.73
117.566,9.32
117.697,8.15
117.816,6.98
117.947,5.45
118.066,4.09
118.197,2.66
118.316,0.92
118.447,-0.2
118.566,-2.03
118.697,-3.4
118.816,-5.01
118.947,-6.41
119.066,-7.7
119.197,-8.82
119.316,-9.82
119.447,-10.77
119.566,-11.59
119.697,-12.39
119.816,-12.92
119.947,-13.51
120.066,-14.09
120.197,-14.72
120.316,-15.3
120.555,-16.06
120.666,-16.28
120.805,-15.83
120.916,-15.56
121.055,-15
121.166,-14.68
121.305,-13.95
121.416,-13.34
121.555,-12.48
121.666,-11.51
121.805,-10.85
121.916,-9.42
122.055,-8.81
122.166,-7.49
122.305,-6.65
122.416,-6.16
122.555,-5.77
122.666,-5.44
122.805,-5.44
122.916,-5.95
123.055,-6.84
123.166,-7.11
123.305,-8.29
123.416,-8.93
123.555,-9.35
123.666,-9.85
123.804,-10.18
123.916,-10.62
124.054,-10.63
124.166,-10.55
124.304,-10.59
124.416,-10.32
124.554,-10.01
124.666,-9.59
124.804,-9.19
124.916,-8.4
125.054,-7.09
125.166,-5.46
125.304,-4.32
125.416,-2.94
125.554,-1.63
125.666,-0.26
125.804,0.92
125.916,2.41
126.054,3.58
126.166,4.95
126.304,6.16
126.416,7.24
126.554,8.13
126.666,8.82
126.804,9.29
126.916,9.63
127.054,9.82
127.166,9.83
127.304,9.71
127.416,9.33
127.554,9.04
127.666,8.3
127.804,7.79
127.916,7.09
128.054,6.1
128.166,4.97
128.304,4.05
128.416,2.83
128.554,1.4
128.666,0.02
128.804,-1.78
128.916,-2.47
129.054,-3.4
129.166,-4.05
129.304,-4.37
129.416,-4.66
129.554,-4.18
129.666,-3.36
129.804,-1.97
129.916,-0.94
130.054,0.66
130.166,2.14
130.304,3.69
130.416,5.18
130.554,6.52
130.666,7.68
130.804,8.93
130.916,10.47
131.054,11.48
131.166,12.48
131.304,13.32
131.416,14.47
131.554,15.16
131.666,15.78
131.804,16.24
131.916,16.74
132.054,17
132.166,17.38
132.304,17.49
132.416,17.85
132.554,17.97
132.666,18.28
132.804,18.44
132.916,18.57
133.054,18.81
133.166,19.09
133.304,19.31
133.416,19.55
133.554,19.84
133.666,20.01
133.804,20.23
133.916,20.39
134.054,20.64
134.166,20.76
134.304,20.97
134.416,21.2
134.553,21.23
134.666,21.55
134.803,21.57
134.916,21.72
135.053,21.84
135.166,21.93
