Time,ECEF_velocity_X
130.054,4.44
130.166,2.88
130.304,1.13
130.416,-0.57
130.554,-2.06
130.666,-3.37
130.804,-4.86
130.916,-6.69
131.054,-7.94
131.166,-9.23
131.304,-10.3
131.416,-11.82
131.554,-12.9
131.666,-13.91
131.804,-14.77
131.916,-15.69
132.054,-16.44
132.166,-17.27
132.304,-17.66
132.416,-18.37
132.554,-18.62
132.666,-19.1
132.804,-19.28
132.916,-19.44
133.054,-19.56
133.166,-19.82
133.304,-20.05
133.416,-20.23
133.554,-20.47
133.666,-20.66
133.804,-20.87
133.916,-21
134.054,-21.24
134.166,-21.35
134.304,-21.59
134.416,-21.77
134.553,-21.83
134.666,-22.16
134.803,-22.22
134.916,-22.36
135.053,-22.48
135.166,-22.64
