Time,ECEF_velocity_Z
182.799,5.69
182.916,6.88
183.049,8.85
183.166,10.2
183.299,11.22
183.416,12.1
183.549,13.23
183.666,14.44
183.799,15.45
183.916,16.16
184.049,16.82
184.166,17.22
184.299,17.6
184.416,17.92
184.549,18.12
184.666,18.32
184.799,18.37
184.916,18.51
185.049,18.84
185.166,18.95
185.299,19.16
185.416,19.38
185.549,19.72
185.666,19.86
185.799,20.18
185.916,20.25
186.049,20.55
186.166,20.74
186.299,20.91
186.416,21.1
186.549,21.23
186.666,21.43
186.799,21.62
186.916,21.75
187.049,21.79
187.166,21.97
187.299,22.1
