Time,ECEF_velocity_Z
304.516,-17.02
304.663,-17.32
304.766,-17.48
304.913,-17.33
305.016,-17.32
305.163,-17.12
305.288,-16.95
305.412,-16.74
305.537,-16.59
305.662,-16.42
305.787,-16.21
305.912,-16.29
306.037,-16.6
306.162,-17.1
306.287,-17.57
306.412,-18.07
306.537,-18.55
306.662,-18.24
306.787,-17.9
306.912,-17.34
307.037,-16.81
307.162,-16.43
307.287,-16.05
307.412,-15.78
307.537,-15.46
307.662,-14.93
307.766,-14.37
307.912,-13.71
308.037,-12.95
308.162,-12.21
308.287,-11.18
308.412,-10.34
308.537,-9.29
308.662,-8.11
308.787,-6.64
308.912,-5.2
309.037,-3.96
309.162,-2.6
309.287,-0.92
309.412,0.68
309.537,2.2
309.662,3.54
309.787,4.91
309.912,6.38
310.037,7.76
310.162,9.17
310.287,10.75
310.412,11.88
310.516,12.88
310.662,13.68
310.787,14.44
310.912,14.94
311.037,15.54
311.162,16.08
311.287,16.61
311.412,17.01
311.537,17.39
311.662,17.74
311.787,18.06
311.912,18.39
312.037,18.53
312.162,18.61
312.287,18.49
312.412,18.29
312.537,17.9
312.662,17.22
312.787,16.38
312.912,15.34
313.037,14.48
313.162,13.52
313.266,12.27
313.412,10.87
313.516,9.46
313.662,7.66
313.787,5.84
313.912,4.78
314.016,3.28
314.162,2.34
314.287,0.81
314.412,-1.36
314.537,-3.57
314.662,-5.11
314.787,-6.43
314.912,-8.06
315.037,-9.49
315.162,-10.5
315.287,-11.95
315.412,-12.78
315.537,-13.34
315.662,-13.91
315.787,-14.42
315.912,-14.96
316.016,-15.66
316.161,-16.08
316.286,-16.77
316.411,-17.32
316.536,-17.8
316.661,-18.31
316.786,-18.37
316.911,-17.86
317.036,-17.29
317.161,-16.7
317.286,-16.27
317.411,-16.08
317.516,-15.56
317.661,-15.46
317.786,-15.06
317.911,-14.55
318.016,-14.09
318.161,-13.45
318.286,-12.49
318.411,-11.63
318.516,-10.31
318.661,-9.28
318.766,-8
318.911,-6.58
319.036,-5.6
319.161,-4.01
319.286,-2.53
319.411,-0.68
319.516,0.35
319.661,2.36
319.786,3.63
319.911,5.22
320.016,6.33
320.161,7.66
320.266,8.84
320.411,9.78
320.536,10.82
320.661,11.71
320.786,12.44
320.911,13.19
321.016,13.86
321.161,14.2
321.286,13.64
321.411,12.85
321.516,11.91
321.661,10.93
321.786,9.81
321.911,8.11
322.016,7.07
322.161,5.13
322.286,3.74
322.411,2.13
322.516,0.28
322.661,-0.95
322.766,-2.78
322.911,-4.35
323.016,-6.14
323.161,-7.36
323.266,-8.72
323.411,-9.85
323.516,-11.04
323.661,-11.81
323.786,-12.67
323.911,-13.38
324.016,-13.96
324.161,-14.53
324.266,-15.13
324.411,-15.63
324.516,-16.23
324.661,-16.54
324.786,-16.73
324.911,-16.74
325.016,-16.58
325.161,-16.35
325.286,-15.76
325.411,-14.77
325.516,-14.31
325.661,-12.84
325.766,-12.02
325.911,-10.51
326.016,-9.61
326.161,-7.93
326.286,-6.87
326.411,-5.89
326.516,-5.54
326.661,-5.25
326.785,-5.42
326.91,-6.05
327.016,-6.49
327.16,-7.15
327.285,-8.28
327.41,-9.02
327.516,-9.52
327.66,-9.82
327.785,-10.38
327.91,-10.56
328.016,-10.87
328.16,-11.07
328.266,-11.04
328.41,-10.85
328.516,-10.48
328.66,-9.85
328.766,-9
328.91,-8.27
329.016,-6.81
329.16,-5.12
329.266,-4
329.41,-2.53
329.516,-1.33
329.66,0.03
329.766,1.33
329.91,2.5
330.035,3.86
330.16,5.07
330.266,6.22
330.41,7.35
330.516,8.15
330.66,8.87
330.766,9.52
330.91,9.86
331.016,10.13
331.16,10.11
331.266,9.93
331.41,9.64
331.516,9.09
331.66,8.64
331.766,7.69
331.91,6.72
332.016,5.58
332.16,4.87
332.266,3.44
332.41,2.12
332.516,0.64
332.66,-1.53
332.766,-2.23
332.91,-3.13
333.016,-4.51
333.16,-5.16
333.266,-5.2
333.41,-4.42
333.516,-3.39
333.66,-1.97
333.785,-0.8
333.91,0.62
334.016,2.33
334.16,3.9
334.266,5.61
334.41,7.31
334.516,7.99
334.66,9.18
334.766,10.26
334.91,11.29
335.016,12.76
335.16,14.05
335.266,15.22
335.41,16.25
335.535,16.92
335.66,17.35
335.766,17.64
335.91,17.9
336.016,18.11
336.16,18.08
336.266,18.22
336.41,18.37
336.516,18.53
336.66,18.87
336.766,19.03
336.91,19.35
337.016,19.6
337.16,19.76
337.266,20.05
337.41,20.13
337.516,20.46
337.659,20.61
337.766,20.87
337.909,21.04
338.016,21.19
338.159,21.35
338.266,21.53
338.409,21.66
338.516,21.74
338.659,21.92
338.766,21.98
338.909,22.18
