Time,ITOW
127.304,558673625
127.416,558673750
127.554,558673875
127.666,558674000
127.804,558674125
127.916,558674250
128.054,558674375
128.166,558674500
128.304,558674625
128.416,558674750
128.554,558674875
128.666,558675000
128.804,558675125
128.916,558675250
129.054,558675375
129.166,558675500
129.304,558675625
129.416,558675750
129.554,558675875
129.666,558676000
129.804,558676125
129.916,558676250
130.054,558676375
130.166,558676500
130.304,558676625
130.416,558676750
130.554,558676875
130.666,558677000
130.804,558677125
130.916,558677250
131.054,558677375
131.166,558677500
131.304,558677625
131.416,558677750
131.554,558677875
131.666,558678000
131.804,558678125
131.916,558678250
132.054,558678375
132.166,558678500
132.304,558678625
132.416,558678750
132.554,558678875
132.666,558679000
132.804,558679125
132.916,558679250
133.054,558679375
133.166,558679500
133.304,558679625
133.416,558679750
133.554,558679875
133.666,558680000
133.804,558680125
133.916,558680250
134.054,558680375
134.166,558680500
134.304,558680625
134.416,558680750
134.553,558680875
134.666,558681000
134.803,558681125
134.916,558681250
135.053,558681375
135.166,558681500
