Time,ECEF_position_Y
589.499,950024.66
589.636,950023.86
589.749,950023.05
589.886,950022.23
589.999,950021.45
590.136,950020.69
590.249,950020.01
590.386,950019.37
590.499,950018.77
590.636,950018.18
590.749,950017.6
590.886,950016.99
590.999,950016.44
591.136,950015.92
591.249,950015.43
591.386,950014.92
591.499,950014.47
591.636,950014.03
591.749,950013.6
591.886,950013.21
591.999,950012.78
592.136,950012.39
592.249,950012.07
592.386,950011.74
592.499,950011.44
592.636,950011.17
592.749,950010.9
592.886,950010.68
592.999,950010.44
593.136,950010.16
593.249,950009.87
593.386,950009.59
593.499,950009.28
593.635,950008.95
593.749,950008.64
593.885,950008.34
593.999,950008.08
594.135,950007.86
594.249,950007.67
594.385,950007.55
594.499,950007.49
594.635,950007.49
594.749,950007.47
594.885,950007.45
594.999,950007.44
595.135,950007.39
595.249,950007.39
595.385,950007.38
595.499,950007.39
595.635,950007.38
595.749,950007.34
595.885,950007.34
595.999,950007.34
596.135,950007.33
596.249,950007.34
596.385,950007.32
596.499,950007.31
596.635,950007.31
596.749,950007.3
596.885,950007.31
596.999,950007.28
597.135,950007.27
597.249,950007.28
597.385,950007.29
597.499,950007.29
597.635,950007.29
597.749,950007.28
597.885,950007.28
597.999,950007.27
598.135,950007.27
